methylation_gene__GENE_TMEM109,rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_SNAR-C3,rnaseq_gene__GENE_DUX4L2,rnaseq_gene__GENE_SNORA19,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_SNORA32,rnaseq_gene__GENE_DEFB130,rnaseq_gene__GENE_KRTAP13-3,rnaseq_gene__GENE_OR2M7,rnaseq_gene__GENE_DEFB127,rnaseq_gene__GENE_OR1S1,rnaseq_gene__GENE_OR5M9,rnaseq_gene__GENE_OR5F1,rnaseq_gene__GENE_C11ORF40,rnaseq_gene__GENE_OR4K5,rnaseq_gene__GENE_OR51F1,rnaseq_gene__GENE_OR10K1,rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_KRTAP15-1,rnaseq_gene__GENE_KRTAP12-3,rnaseq_gene__GENE_OR52A1,rnaseq_gene__GENE_OR8J1,rnaseq_gene__GENE_OR10X1,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_PISRT1,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_OR4C45,rnaseq_gene__GENE_OR6Y1,rnaseq_gene__GENE_OR4D11,rnaseq_gene__GENE_OR4B1,rnaseq_gene__GENE_FKSG73,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_OR5H15,rnaseq_gene__GENE_OR4K13,rnaseq_gene__GENE_TTTY12,rnaseq_gene__GENE_OR7G1,rnaseq_gene__GENE_OR8K1,rnaseq_gene__GENE_TAAR5,rnaseq_gene__GENE_OR5AS1,rnaseq_gene__GENE_OR4C46,rnaseq_gene__GENE_DEFB136,rnaseq_gene__GENE_OR4C13,rnaseq_gene__GENE_OR5I1,rnaseq_gene__GENE_OR51D1,rnaseq_gene__GENE_OR14C36,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_OR4X1,rnaseq_gene__GENE_OR6C74,rnaseq_gene__GENE_OR4C16,rnaseq_gene__GENE_OR7A17,rnaseq_gene__GENE_OR4K14,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_OR51V1,rnaseq_gene__GENE_OR5W2,rnaseq_gene__GENE_TAS2R16,rnaseq_gene__GENE_OR5R1,rnaseq_gene__GENE_OR8J3,rnaseq_gene__GENE_OR51A4,rnaseq_gene__GENE_SPATA31B1P,rnaseq_gene__GENE_OR7A10,rnaseq_gene__GENE_OR5D16,rnaseq_gene__GENE_OR51L1,rnaseq_gene__GENE_CSN1S2A,rnaseq_gene__GENE_SNORA36A,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_OR7C2,methylation_gene__GENE_CCNDBP1,rnaseq_gene__GENE_OR6C1,rnaseq_gene__GENE_LGALS13,rnaseq_gene__GENE_OR4C15,rnaseq_gene__GENE_OR6Q1,rnaseq_gene__GENE_SNORA78,rnaseq_gene__GENE_OR10G7,rnaseq_gene__GENE_KRTAP24-1,rnaseq_gene__GENE_OR8B8,rnaseq_gene__GENE_OR2Z1,rnaseq_gene__GENE_OR4S1,rnaseq_gene__GENE_OR1D2,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_OR4K2,rnaseq_gene__GENE_OR6K2,rnaseq_gene__GENE_OR5H14,methylation_gene__GENE_SLC25A38,rnaseq_gene__GENE_LINC00879,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_OR1A1,rnaseq_gene__GENE_OR10W1,rnaseq_gene__GENE_OR2G3,rnaseq_gene__GENE_OR2Y1,rnaseq_gene__GENE_OR5L2,rnaseq_gene__GENE_OR8H3,rnaseq_gene__GENE_DCD,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_OR5D13,rnaseq_gene__GENE_OR2M2,target
0.018451547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,0.16971648,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.098781295,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,1
-0.14628029,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.016677044,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.06925,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,1
0.049227655,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,0.08198286,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.11408889,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,1
-0.13547629,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.19249871,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.11547269,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,1
-0.13987306,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.13715051,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.13292138,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,1
-0.10977936,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.14748855,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.16405438,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,1
-0.12187541,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.1629237,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.17280188,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,1
-0.13194653,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.19477071,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.16915095,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,1
-0.16664402,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.21066575,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.14460576,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,0
0.02662638,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.12448249,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.024043005,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,0
-0.1347287,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.0579632,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.07020933,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,0
-0.05421091,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.21521637,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.08458078,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,1
-0.152566,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.171699,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.069267854,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,0
-0.07435762,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.10561157,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.0939132,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,0
-0.06486016,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.11330629,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.13700806,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,0
-0.0755152,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.17171635,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.036067385,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,0
-0.14067309,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.049290735,-0.05043294,-0.050876774,-0.051273204,-0.051386137,-0.052091867,-0.052135784,-0.052358013,-0.05298958,-0.05300669,-0.053821985,-0.054073565,-0.05567632,-0.056146845,-0.057143763,-0.057309687,-0.059761662,-0.06115482,-0.061227385,-0.06147661,-0.06255233,-0.06326722,-0.06442818,-0.17541654,-0.0667128,-0.0687474,-0.048834685,-0.049069166,-0.07768564,-0.07904671,-0.08251828,-0.056271918,-0.056040857,-0.05687186,-0.06548551,-0.050556514,-0.050556514,-0.050601136,-0.056941256,-0.19026119,-0.07558587,-0.0510505,-0.05731347,-0.06581708,-0.051538043,-0.051617697,-0.05162177,-0.05769207,-0.07261519,-0.06415578,-0.06333108,-0.051879484,-0.0713572,0
