rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_TTTY11,rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_OR51F1,rnaseq_gene__GENE_OR10K1,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_OR6Y1,rnaseq_gene__GENE_KRTAP12-3,rnaseq_gene__GENE_OR4D11,rnaseq_gene__GENE_OR4K5,rnaseq_gene__GENE_FKSG73,rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_OR1S1,rnaseq_gene__GENE_OR5F1,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_OR52A1,rnaseq_gene__GENE_C11ORF40,rnaseq_gene__GENE_KRTAP15-1,rnaseq_gene__GENE_DEFB127,rnaseq_gene__GENE_OR4C45,rnaseq_gene__GENE_OR4B1,rnaseq_gene__GENE_OR5H15,rnaseq_gene__GENE_OR2M7,rnaseq_gene__GENE_OR8J1,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_OR10X1,rnaseq_gene__GENE_PISRT1,rnaseq_gene__GENE_OR5M9,rnaseq_gene__GENE_OR4K13,rnaseq_gene__GENE_OR5AS1,rnaseq_gene__GENE_OR7G1,rnaseq_gene__GENE_OR5I1,rnaseq_gene__GENE_OR8K1,rnaseq_gene__GENE_TAAR5,rnaseq_gene__GENE_OR4C46,rnaseq_gene__GENE_TTTY12,rnaseq_gene__GENE_OR4C13,rnaseq_gene__GENE_OR6Q1,rnaseq_gene__GENE_OR4K2,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_OR4X1,rnaseq_gene__GENE_OR4K14,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_SNORD115-7,rnaseq_gene__GENE_TAS2R16,rnaseq_gene__GENE_OR5R1,rnaseq_gene__GENE_OR8J3,rnaseq_gene__GENE_OR8B8,rnaseq_gene__GENE_OR51A4,rnaseq_gene__GENE_CXORF66,rnaseq_gene__GENE_KRTAP12-4,methylation_gene__GENE_CCNDBP1,rnaseq_gene__GENE_OR4A15,rnaseq_gene__GENE_KRTAP19-7,rnaseq_gene__GENE_OR4C15,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_OR51D1,rnaseq_gene__GENE_PRNT,rnaseq_gene__GENE_OR11H1,rnaseq_gene__GENE_OR2M5,rnaseq_gene__GENE_OR14C36,rnaseq_gene__GENE_OR2Z1,rnaseq_gene__GENE_OR4S1,rnaseq_gene__GENE_OR6K2,rnaseq_gene__GENE_OR12D3,rnaseq_gene__GENE_OR1D2,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_OR51L1,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_OR10C1,rnaseq_gene__GENE_OR11L1,rnaseq_gene__GENE_OR6C74,rnaseq_gene__GENE_KRTAP24-1,rnaseq_gene__GENE_OR2G3,rnaseq_gene__GENE_OR2Y1,rnaseq_gene__GENE_OR5L2,rnaseq_gene__GENE_OR51S1,rnaseq_gene__GENE_OR8H3,rnaseq_gene__GENE_OR1A1,rnaseq_gene__GENE_OR5D13,rnaseq_gene__GENE_OR5H14,rnaseq_gene__GENE_OR4C16,rnaseq_gene__GENE_OR7A17,rnaseq_gene__GENE_OR5T1,rnaseq_gene__GENE_LINC00608,methylation_gene__GENE_CNOT10,methylation_gene__GENE_IL10RB,rnaseq_gene__GENE_OR10W1,rnaseq_gene__GENE_OR10G8,rnaseq_gene__GENE_OR7A10,rnaseq_gene__GENE_OR10K2,rnaseq_gene__GENE_OR4L1,rnaseq_gene__GENE_OR51V1,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_RGPD4-AS1,methylation_gene__GENE_MIB1,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_OR4C12,target
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.12294814,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,-0.36022368,-0.19326192,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.002940862,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.1869976,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,-0.04102456,-0.2550499,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.47207278,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.19477071,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,-0.099287026,-0.34016314,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.20637581,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.07911979,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,0.14458437,0.14326565,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,0.00589858,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.1859609,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,-0.08653648,-0.0111922175,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.31487733,-0.05666739,-0.06587315,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15395652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2938269,-0.13764456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014199687,0.0,0.0,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.07273822,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,0.09487124,-0.19345188,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.060208518,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.19698218,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,0.06607908,0.084168024,2.157565,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,0.18203227,-0.05666739,-0.06587315,0
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.17171635,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,0.21116962,-0.23660725,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,0.17180486,-0.05666739,-0.06587315,0
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,0.09427404,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,1.420355,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,-0.26102605,-0.15532859,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.035667073,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,0.01724045,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,-0.025100458,0.14223748,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.07138295,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.057209067,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,-0.047381498,-0.038116995,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.103466034,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.00031346665,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,-0.11174982,0.021501219,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,0.2557344,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.07012228,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,-0.2445092,-0.08951066,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.15447429,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.015974138,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,2.5336106,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,-0.09126694,-0.121428885,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.061673705,-0.05666739,-0.06587315,1
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,0.102190346,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,0.3537546,0.33002084,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.03616215,-0.05666739,-0.06587315,0
-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.04545454,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.056271918,-0.057143763,-0.059877835,-0.060684837,-0.15081556,-0.06267829,-0.06425547,-0.048834685,-0.068801284,-0.049290735,-0.05606167,-0.07370518,-0.05688307,-0.05043294,-0.056040857,-0.05687186,-0.050601136,-0.05513623,-0.06548551,-0.050876774,-0.061227385,-0.0510505,-0.06154955,-0.057611536,-0.051386137,-0.08251828,-0.051538043,-0.051617697,-0.05162177,-0.064205736,-0.05769207,-0.05731347,-0.051879484,-0.056941256,-0.052091867,-0.052135784,-0.072045244,-0.052545313,0.10906764,-0.055630576,-0.06581708,-0.058577605,-0.059761662,-0.052857853,-0.06973292,-0.05300669,-0.07296509,-0.05631719,-0.13616419,-0.05666739,-0.06587315,0
